Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,SiteEnergyUse(kBtu)
47.63616,-122.32718,57972.0,0.0,0.0,82.365,NonResidential,Small- and Mid-Sized Office,98104.0,4,Lake Union,1.0,5,Office,Parking,None,Compliant,52,Electricity(kBtu),NaturalGas(kBtu),None,3600571.25
47.63239,-122.32072,45960.0,0.0,0.0,100.0,NonResidential,K-12 School,98102.0,3,East,1.0,2,K-12 School,None,None,Compliant,86,NaturalGas(kBtu),Electricity(kBtu),None,4167253.75
47.61992,-122.34539,21128.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Lake Union,1.0,2,Office,None,None,Compliant,57,Electricity(kBtu),None,None,436604.0938
47.61893,-122.34473,108763.0,105499.0,58152.0,100.0,NonResidential,Mixed Use Property,98109.0,7,Lake Union,1.0,4,Hotel,Parking,Multifamily Housing,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,9155568.0
47.61952,-122.34462,54150.0,650.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Lake Union,1.0,3,Office,Data Center,None,Compliant,3,Electricity(kBtu),None,None,1539066.375
47.62014,-122.34456,38500.0,0.0,0.0,100.0,NonResidential,Hotel,98109.0,7,Lake Union,1.0,4,Hotel,None,None,Compliant,57,Electricity(kBtu),NaturalGas(kBtu),None,2804534.0
47.62174,-122.34417,19000.0,0.0,0.0,85.418,NonResidential,Hotel,98109.0,7,Lake Union,1.0,3,Hotel,None,None,Compliant,55,NaturalGas(kBtu),Electricity(kBtu),None,867184.375
47.6201,-122.34071,27338.0,0.0,0.0,100.0,NonResidential,Worship Facility,98109.0,7,Lake Union,1.0,1,Worship Facility,None,None,Compliant,56,Electricity(kBtu),None,None,581289.0
47.64132,-122.31644,65000.0,20000.0,0.0,23.452,NonResidential,Other,98102.0,3,East,1.0,2,Parking,K-12 School,None,Compliant,17,NaturalGas(kBtu),Electricity(kBtu),None,2045592.0
47.6224,-122.36248,20649.0,13767.0,2000.0,100.0,NonResidential,Laboratory,98119.0,7,Magnolia / Queen Anne,1.0,2,Laboratory,Office,Parking,Compliant,54,NaturalGas(kBtu),Electricity(kBtu),None,12015936.0
47.61954,-122.35847,45864.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98119.0,7,Magnolia / Queen Anne,1.0,3,Office,None,None,Compliant,86,NaturalGas(kBtu),Electricity(kBtu),None,2590622.0
47.72726,-122.32835,61099.0,0.0,0.0,100.0,NonResidential,K-12 School,98125.0,5,Northwest,1.0,2,K-12 School,None,None,Compliant,17,NaturalGas(kBtu),Electricity(kBtu),None,3485865.5
47.63245,-122.32529,33176.0,15000.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98102.0,4,Lake Union,1.0,3,Office,Parking,None,Compliant,29,Electricity(kBtu),NaturalGas(kBtu),None,1426279.5
47.63246,-122.32658,10751.0,8044.0,2635.0,85.06,NonResidential,Retail Store,98102.0,4,Lake Union,1.0,3,Retail Store,Medical Office,Office,Compliant,23,Electricity(kBtu),NaturalGas(kBtu),None,1878742.875
47.55072,-122.30265,21948.0,0.0,0.0,100.0,NonResidential,Worship Facility,98108.0,2,Greater Duwamish,1.0,99,Worship Facility,None,None,Compliant,39,Electricity(kBtu),None,None,326001.1875
47.64033,-122.29135,30095.0,1096.0,0.0,100.0,NonResidential,Other,98112.0,3,East,1.0,3,Other - Recreation,Self-Storage Facility,None,Compliant,89,Electricity(kBtu),NaturalGas(kBtu),None,5876439.0
47.72039,-122.29729,31303.0,3468.0,840.0,100.0,NonResidential,Other,98125.0,5,North,1.0,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Retail Store,Office,Compliant,69,NaturalGas(kBtu),Electricity(kBtu),None,3040978.0
47.53906,-122.32031,16768.0,6837.0,5775.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,Other,Compliant,39,Electricity(kBtu),None,None,856088.625
47.60321889,-122.3205567,22688.0,0.0,0.0,100.0,NonResidential,Worship Facility,98122.0,3,East,1.0,2,Worship Facility,None,None,Compliant,94,Electricity(kBtu),NaturalGas(kBtu),None,331675.0
47.56028,-122.28914,22364.0,0.0,0.0,100.0,NonResidential,Other,98118.0,2,Southeast,1.0,2,Adult Education,Parking,None,Compliant,54,NaturalGas(kBtu),Electricity(kBtu),None,1467029.75
47.54693,-122.28718,40738.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98118.0,2,Greater Duwamish,1.0,2,Office,None,None,Compliant,34,Electricity(kBtu),None,None,1903455.875
47.62038,-122.34668,26580.0,11497.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Lake Union,1.0,2,Office,Data Center,None,Compliant,63,Electricity(kBtu),NaturalGas(kBtu),None,7408342.0
47.68566,-122.31849,45680.0,0.0,0.0,100.0,NonResidential,Worship Facility,98115.0,4,North,1.0,3,Worship Facility,None,None,Compliant,108,NaturalGas(kBtu),Electricity(kBtu),None,2077039.375
47.61935,-122.33389,726000.0,0.0,0.0,100.0,NonResidential,Senior Care Community,98109.0,7,Lake Union,1.0,14,Senior Care Community,None,None,Compliant,10,Electricity(kBtu),NaturalGas(kBtu),None,37797084.0
47.53439,-122.37699,18278.0,15212.0,0.0,100.0,NonResidential,Worship Facility,98106.0,1,Southwest,1.0,1,Worship Facility,Office,None,Compliant,59,Electricity(kBtu),None,None,531737.1875
47.65804,-122.36537,10292.0,10200.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,4,Office,Other,None,Compliant,17,Electricity(kBtu),None,None,910718.6875
47.56067,-122.32646,18373.0,2728.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,27,NaturalGas(kBtu),Electricity(kBtu),None,675772.875
47.56067,-122.32705,45594.0,0.0,0.0,100.0,NonResidential,Refrigerated Warehouse,98108.0,2,Greater Duwamish,1.0,2,Refrigerated Warehouse,None,None,Compliant,102,Electricity(kBtu),None,None,1351267.875
47.55013,-122.33044,26660.0,0.0,0.0,100.0,NonResidential,Other,98108.0,2,Greater Duwamish,1.0,1,Manufacturing/Industrial Plant,None,None,Compliant,66,Electricity(kBtu),None,None,2241280.5
47.56056,-122.32593,21780.0,6346.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,41,Electricity(kBtu),NaturalGas(kBtu),None,870625.8125
47.54813,-122.32553,35000.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,52,Electricity(kBtu),None,None,378714.4063
47.54948,-122.32536,26150.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,54,Electricity(kBtu),NaturalGas(kBtu),None,1208407.625
47.54974,-122.3261,24000.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98108.0,2,Greater Duwamish,1.0,2,Office,None,None,Compliant,49,Electricity(kBtu),None,None,1088556.25
47.64132,-122.31644,40809.0,0.0,0.0,100.0,NonResidential,K-12 School,98102.0,3,East,1.0,5,K-12 School,None,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,2478045.5
47.65791,-122.34274,25580.0,2500.0,0.0,100.0,NonResidential,Distribution Center,98103.0,4,Lake Union,1.0,1,Distribution Center,Office,None,Compliant,104,Electricity(kBtu),NaturalGas(kBtu),None,794724.625
47.72618,-122.35642,51298.0,0.0,0.0,100.0,NonResidential,Senior Care Community,98133.0,5,Northwest,1.0,2,Senior Care Community,None,None,Compliant,62,NaturalGas(kBtu),Electricity(kBtu),None,5655578.0
47.72558,-122.3578,22898.0,0.0,0.0,100.0,NonResidential,Worship Facility,98133.0,5,Northwest,1.0,1,Worship Facility,Parking,None,Compliant,54,Electricity(kBtu),None,None,265774.9063
47.5213,-122.32182,31600.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,37,NaturalGas(kBtu),Electricity(kBtu),None,3363535.5
47.52024,-122.32137,35289.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,9,Electricity(kBtu),NaturalGas(kBtu),None,876425.0
47.51899,-122.321,30000.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,35,NaturalGas(kBtu),Electricity(kBtu),None,1750419.0
47.5193,-122.3213,22176.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,38,NaturalGas(kBtu),Electricity(kBtu),None,736428.625
47.70079,-122.32714,39541.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98125.0,5,North,1.0,3,Office,Parking,None,Compliant,42,Electricity(kBtu),None,None,3568419.5
47.69883,-122.32479,23320.0,7290.0,0.0,100.0,NonResidential,Other,98115.0,5,North,1.0,1,Other - Recreation,Office,None,Compliant,37,NaturalGas(kBtu),Electricity(kBtu),None,4294550.0
47.70007,-122.32533,26930.0,0.0,0.0,76.42,NonResidential,Medical Office,98115.0,5,North,1.0,2,Medical Office,None,None,Compliant,36,Electricity(kBtu),None,None,1002995.0
47.70087,-122.32379,65069.0,0.0,0.0,100.0,NonResidential,Medical Office,98115.0,5,North,1.0,2,Medical Office,Parking,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,2890379.0
47.66353,-122.29505,20296.0,0.0,0.0,100.0,NonResidential,Self-Storage Facility,98105.0,4,Northeast,1.0,2,Self-Storage Facility,None,None,Compliant,57,Electricity(kBtu),None,None,855665.125
47.66246,-122.29342,10388.0,8116.0,3200.0,100.0,NonResidential,Mixed Use Property,98105.0,4,Northeast,1.0,2,Medical Office,Office,Retail Store,Compliant,71,Electricity(kBtu),NaturalGas(kBtu),None,1261634.5
47.66183,-122.29264,35066.0,3312.0,0.0,100.0,NonResidential,Medical Office,98105.0,4,Northeast,1.0,3,Medical Office,Parking,None,Compliant,49,NaturalGas(kBtu),Electricity(kBtu),None,1645605.125
47.66294,-122.29521,33576.0,0.0,0.0,100.0,NonResidential,Warehouse,98105.0,4,Northeast,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,36,NaturalGas(kBtu),Electricity(kBtu),None,1275231.75
47.66205,-122.29545,34982.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98105.0,4,Northeast,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,41,Electricity(kBtu),NaturalGas(kBtu),None,10642754.0
47.61074,-122.32259,23483.0,10360.0,8509.0,100.0,NonResidential,Other,98104.0,3,East,1.0,1,Parking,Retail Store,Medical Office,Compliant,35,Electricity(kBtu),None,None,729397.1875
47.63981,-122.39907,20000.0,3910.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98199.0,7,Magnolia / Queen Anne,1.0,3,Office,Retail Store,None,Compliant,89,Electricity(kBtu),NaturalGas(kBtu),None,873577.3125
47.67477,-122.38241,21765.0,0.0,0.0,100.0,NonResidential,Worship Facility,98107.0,6,Ballard,1.0,2,Worship Facility,None,None,Compliant,106,NaturalGas(kBtu),Electricity(kBtu),None,431390.4063
47.6101,-122.30838,26560.0,0.0,0.0,100.0,NonResidential,Worship Facility,98122.0,3,Central,1.0,2,Worship Facility,None,None,Compliant,115,NaturalGas(kBtu),Electricity(kBtu),None,1751483.875
47.65022,-122.34174,20140.0,0.0,0.0,100.0,NonResidential,Warehouse,98103.0,4,Lake Union,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,59,Electricity(kBtu),None,None,116486.6016
47.53846,-122.28305,38845.0,6000.0,0.0,100.0,NonResidential,Retail Store,98118.0,2,Greater Duwamish,1.0,2,Retail Store,Parking,None,Compliant,24,NaturalGas(kBtu),Electricity(kBtu),None,6917280.0
47.53747,-122.28308,25946.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98118.0,2,Greater Duwamish,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,63,Electricity(kBtu),NaturalGas(kBtu),None,7619445.0
47.55045,-122.32749,25500.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98108.0,2,Greater Duwamish,1.0,1,Office,None,None,Compliant,49,NaturalGas(kBtu),Electricity(kBtu),None,1213869.75
47.5478,-122.32307,37524.0,2596.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,55,Electricity(kBtu),NaturalGas(kBtu),None,1242311.5
47.54912,-122.32184,56193.0,0.0,0.0,100.0,NonResidential,Retail Store,98108.0,2,Greater Duwamish,1.0,2,Retail Store,None,None,Compliant,58,Electricity(kBtu),NaturalGas(kBtu),None,2497942.75
47.6712,-122.37568,35448.0,0.0,0.0,100.0,NonResidential,K-12 School,98107.0,6,Ballard,1.0,3,K-12 School,None,None,Compliant,94,NaturalGas(kBtu),Electricity(kBtu),None,1379932.5
47.66986,-122.37418,29214.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98107.0,6,Ballard,1.0,1,Supermarket/Grocery Store,None,None,Compliant,50,Electricity(kBtu),NaturalGas(kBtu),None,9336239.0
47.66828,-122.37428,47034.0,0.0,0.0,51.702,NonResidential,Supermarket / Grocery Store,98107.0,6,Ballard,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,14029480.0
47.66621,-122.37502,29880.0,4700.0,0.0,100.0,NonResidential,Other,98125.0,6,Ballard,1.0,1,Other - Recreation,Office,None,Compliant,55,NaturalGas(kBtu),Electricity(kBtu),None,1331122.125
47.66389,-122.37307,14840.0,9400.0,6900.0,100.0,NonResidential,Mixed Use Property,98107.0,6,Ballard,1.0,2,Other,Retail Store,Non-Refrigerated Warehouse,Compliant,106,NaturalGas(kBtu),Electricity(kBtu),None,935580.3125
47.6644,-122.37246,31932.0,9546.0,0.0,100.0,NonResidential,Warehouse,98107.0,6,Ballard,1.0,3,Non-Refrigerated Warehouse,Office,None,Compliant,41,Electricity(kBtu),NaturalGas(kBtu),None,3035962.25
47.66411,-122.37185,39840.0,0.0,0.0,100.0,NonResidential,Warehouse,98107.0,6,Ballard,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,36,Electricity(kBtu),None,None,752104.0
47.66984,-122.3842,15000.0,3100.0,0.0,49.058,Nonresidential COS,Other,98107.0,6,Ballard,1.0,1,Library,Other - Services,None,Compliant,12,Electricity(kBtu),NaturalGas(kBtu),None,1533245.75
47.66894,-122.38242,21528.0,0.0,0.0,100.0,NonResidential,Other,98107.0,6,Ballard,1.0,2,Social/Meeting Hall,None,None,Compliant,92,Electricity(kBtu),NaturalGas(kBtu),None,306911.0938
47.66908,-122.38627,25828.0,0.0,0.0,100.0,NonResidential,Other,98107.0,6,Ballard,1.0,2,Strip Mall,Parking,None,Compliant,88,Electricity(kBtu),NaturalGas(kBtu),None,1094940.75
47.67482,-122.37316,30554.0,0.0,0.0,100.0,NonResidential,Other,98107.0,6,Ballard,1.0,2,Other,None,None,Compliant,74,Electricity(kBtu),None,None,5274642.0
47.66327,-122.37439,40445.0,0.0,0.0,100.0,NonResidential,Worship Facility,98107.0,6,Ballard,1.0,1,Worship Facility,None,None,Compliant,41,NaturalGas(kBtu),Electricity(kBtu),None,786253.6875
47.66318,-122.37283,23500.0,0.0,0.0,100.0,NonResidential,Retail Store,98107.0,6,Ballard,1.0,1,Retail Store,None,None,Compliant,20,Electricity(kBtu),NaturalGas(kBtu),None,1137967.5
47.67518,-122.36549,23067.0,0.0,0.0,100.0,NonResidential,Retail Store,98134.0,6,Ballard,1.0,1,Retail Store,None,None,Compliant,49,Electricity(kBtu),NaturalGas(kBtu),None,1404253.75
47.64909,-122.37788,25987.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98119.0,7,Magnolia / Queen Anne,1.0,1,Supermarket/Grocery Store,None,None,Compliant,55,Electricity(kBtu),NaturalGas(kBtu),None,8518313.0
47.65018,-122.37787,16766.0,9623.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98119.0,7,Magnolia / Queen Anne,1.0,3,Office,Fitness Center/Health Club/Gym,None,Compliant,24,Electricity(kBtu),None,None,1208035.375
47.65252,-122.37587,25859.0,4000.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98119.0,7,Magnolia / Queen Anne,1.0,3,Office,Parking,None,Compliant,34,Electricity(kBtu),NaturalGas(kBtu),None,858780.625
47.66238,-122.38831,20600.0,5000.0,0.0,100.0,NonResidential,Warehouse,98199.0,7,Magnolia / Queen Anne,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,42,Electricity(kBtu),NaturalGas(kBtu),None,1730600.625
47.66126,-122.38751,10200.0,0.0,0.0,100.0,NonResidential,Other,98199.0,7,Magnolia / Queen Anne,1.0,1,Manufacturing/Industrial Plant,None,None,Compliant,51,Electricity(kBtu),None,None,222255.9063
47.66106,-122.38576,33385.0,8399.0,0.0,79.899,NonResidential,Small- and Mid-Sized Office,98199.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,8,Electricity(kBtu),None,None,1294615.25
47.66206,-122.38948,56884.0,0.0,0.0,100.0,NonResidential,Warehouse,98199.0,7,Magnolia / Queen Anne,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,56,Electricity(kBtu),NaturalGas(kBtu),None,1388345.125
47.6917,-122.37617,32810.0,0.0,0.0,100.0,NonResidential,Retail Store,98117.0,6,Ballard,1.0,1,Retail Store,None,None,Compliant,27,Electricity(kBtu),NaturalGas(kBtu),None,2017967.75
47.64455,-122.37581,30989.0,0.0,0.0,100.0,NonResidential,Self-Storage Facility,98119.0,7,Magnolia / Queen Anne,1.0,3,Self-Storage Facility,None,None,Compliant,36,Electricity(kBtu),None,None,97690.39844
47.64418,-122.37587,39952.0,0.0,0.0,100.0,NonResidential,Self-Storage Facility,98119.0,7,Magnolia / Queen Anne,1.0,3,Self-Storage Facility,None,None,Compliant,101,Electricity(kBtu),None,None,57133.19922
47.65504,-122.37402,20784.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98119.0,7,Magnolia / Queen Anne,1.0,2,Office,None,None,Compliant,55,Electricity(kBtu),None,None,657385.8125
47.65563,-122.37194,18229.0,17200.0,0.0,100.0,NonResidential,Distribution Center,98119.0,7,Magnolia / Queen Anne,1.0,2,Distribution Center,Non-Refrigerated Warehouse,None,Compliant,56,Electricity(kBtu),NaturalGas(kBtu),None,520011.8125
47.66161,-122.39075,31845.0,4101.0,0.0,100.0,NonResidential,Distribution Center,98199.0,7,Magnolia / Queen Anne,1.0,1,Distribution Center,Office,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,469499.8125
47.66006,-122.38631,25184.0,4968.0,0.0,81.162,NonResidential,Small- and Mid-Sized Office,98199.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,9,Electricity(kBtu),NaturalGas(kBtu),None,845044.125
47.65881,-122.38382,21617.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98199.0,7,Magnolia / Queen Anne,1.0,4,Office,None,None,Compliant,37,Electricity(kBtu),None,None,727385.8125
47.65801,-122.3839,30172.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98199.0,7,Magnolia / Queen Anne,1.0,4,Office,None,None,Compliant,22,Electricity(kBtu),None,None,904059.875
47.66353,-122.38064,42500.0,5091.0,0.0,100.0,NonResidential,Warehouse,98107.0,6,Ballard,1.0,4,Non-Refrigerated Warehouse,Retail Store,None,Compliant,89,Electricity(kBtu),None,None,241478.5938
47.66691,-122.38416,14448.0,5300.0,1460.0,100.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,4,Office,Restaurant,Retail Store,Compliant,115,Electricity(kBtu),None,None,1121537.75
47.66646,-122.38263,42850.0,2900.0,0.0,89.259,NonResidential,Other,98107.0,6,Ballard,1.0,3,Other,Parking,None,Compliant,116,NaturalGas(kBtu),Electricity(kBtu),None,7240274.0
47.66497,-122.38047,23500.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,2,Office,None,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,1686405.0
47.66431,-122.37988,22282.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,1,Office,None,None,Compliant,50,Electricity(kBtu),NaturalGas(kBtu),None,579888.3125
47.66351,-122.37961,24000.0,0.0,0.0,100.0,NonResidential,Self-Storage Facility,98107.0,6,Ballard,1.0,2,Self-Storage Facility,None,None,Compliant,114,NaturalGas(kBtu),Electricity(kBtu),None,502898.6875
47.66852,-122.38175,9500.0,8196.0,6700.0,100.0,NonResidential,Mixed Use Property,98107.0,6,Ballard,1.0,3,Strip Mall,Office,Multifamily Housing,Compliant,107,NaturalGas(kBtu),Electricity(kBtu),None,1995131.75
47.719,-122.29966,37500.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98125.0,5,North,1.0,2,Office,None,None,Compliant,85,Electricity(kBtu),NaturalGas(kBtu),None,2235765.5
47.73143,-122.32784,23983.0,0.0,0.0,100.0,NonResidential,K-12 School,98125.0,5,Northwest,1.0,3,K-12 School,None,None,Compliant,86,Electricity(kBtu),NaturalGas(kBtu),None,1164364.75
47.55832,-122.35239,20100.0,3500.0,0.0,100.0,NonResidential,Distribution Center,98106.0,1,Delridge,1.0,1,Distribution Center,Non-Refrigerated Warehouse,None,Compliant,36,NaturalGas(kBtu),Electricity(kBtu),None,809870.8125
47.66665,-122.31818,51515.0,0.0,0.0,100.0,NonResidential,K-12 School,98105.0,4,Northeast,3.0,2,K-12 School,None,None,Compliant,12,NaturalGas(kBtu),Electricity(kBtu),None,3846501.25
47.68582,-122.33709,24052.0,23501.0,9561.0,59.132,NonResidential,Mixed Use Property,98103.0,6,Northwest,1.0,3,Parking,Office,Retail Store,Compliant,20,Electricity(kBtu),None,None,2450442.75
47.65843,-122.38435,18000.0,2294.0,0.0,100.0,NonResidential,Other,98199.0,7,Magnolia / Queen Anne,1.0,2,Other,Office,None,Compliant,59,NaturalGas(kBtu),Electricity(kBtu),None,1735995.75
47.65708,-122.38383,24008.0,0.0,0.0,73.259,NonResidential,Small- and Mid-Sized Office,98199.0,7,Magnolia / Queen Anne,1.0,4,Office,None,None,Compliant,33,Electricity(kBtu),None,None,1286817.375
47.65649,-122.38383,41707.0,12000.0,0.0,62.455,NonResidential,Small- and Mid-Sized Office,98199.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,33,Electricity(kBtu),None,None,1755788.5
47.65118,-122.37875,20176.0,19440.0,15490.0,100.0,NonResidential,Mixed Use Property,98119.0,7,Magnolia / Queen Anne,1.0,2,Office,Other - Services,Non-Refrigerated Warehouse,Compliant,56,Electricity(kBtu),NaturalGas(kBtu),None,2189735.0
47.64913,-122.37929,25547.0,13950.0,0.0,100.0,NonResidential,Warehouse,98119.0,7,Magnolia / Queen Anne,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,61,Electricity(kBtu),NaturalGas(kBtu),None,1700057.375
47.6303,-122.3142,53776.0,0.0,0.0,100.0,Nonresidential COS,Other,98112.0,3,East,1.0,1,Other - Entertainment/Public Assembly,None,None,Compliant,84,NaturalGas(kBtu),Electricity(kBtu),None,3548858.25
47.70793,-122.33316,27574.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98133.0,5,Northwest,1.0,2,Office,None,None,Compliant,34,Electricity(kBtu),None,None,1211349.25
47.71069,-122.32674,43661.0,0.0,0.0,100.0,NonResidential,Senior Care Community,98125.0,5,North,1.0,5,Senior Care Community,Parking,None,Compliant,18,Electricity(kBtu),NaturalGas(kBtu),None,3936421.5
47.70842,-122.3332,76105.0,0.0,0.0,64.119,NonResidential,Small- and Mid-Sized Office,98133.0,5,Northwest,1.0,3,Office,None,None,Compliant,29,Electricity(kBtu),None,None,2472350.25
47.70983,-122.31865,17500.0,15770.0,4000.0,100.0,NonResidential,Mixed Use Property,98125.0,5,North,1.0,2,Non-Refrigerated Warehouse,Retail Store,Office,Compliant,64,Electricity(kBtu),NaturalGas(kBtu),None,1998725.25
47.70676,-122.32264,28841.0,0.0,0.0,100.0,NonResidential,Medical Office,98125.0,5,North,1.0,3,Medical Office,None,None,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,1459199.75
47.70782,-122.31873,31360.0,984.0,0.0,100.0,NonResidential,Self-Storage Facility,98125.0,5,North,2.0,2,Self-Storage Facility,Office,Parking,Compliant,39,Electricity(kBtu),None,None,123767.2031
47.70541,-122.32232,30498.0,0.0,0.0,100.0,Nonresidential COS,Other,98125.0,5,North,2.0,1,Other - Recreation,None,None,Compliant,11,NaturalGas(kBtu),Electricity(kBtu),None,2436063.0
47.51698,-122.35946,21405.0,0.0,0.0,100.0,NonResidential,K-12 School,98106.0,1,Delridge,1.0,2,K-12 School,None,None,Compliant,92,NaturalGas(kBtu),Electricity(kBtu),None,959352.0
47.53366,-122.33733,13075.0,10185.0,0.0,100.0,NonResidential,Other,98108.0,1,Delridge,1.0,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,None,Compliant,53,NaturalGas(kBtu),Electricity(kBtu),None,1612105.75
47.53309,-122.33977,27262.0,8653.0,285.0,100.0,NonResidential,Small- and Mid-Sized Office,98106.0,1,Delridge,1.0,2,Office,Non-Refrigerated Warehouse,Data Center,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,2619088.5
47.63132,-122.34136,27144.0,0.0,0.0,100.0,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,1.0,2,Other,None,None,Compliant,96,NaturalGas(kBtu),Electricity(kBtu),None,1012024.313
47.70558,-122.33486,44667.0,0.0,0.0,100.0,NonResidential,Medical Office,98133.0,5,Northwest,1.0,2,Medical Office,Parking,None,Compliant,37,Electricity(kBtu),None,None,1633105.375
47.71745,-122.33221,45909.0,1025.0,972.0,100.0,NonResidential,Worship Facility,98133.0,5,Northwest,1.0,2,Worship Facility,Medical Office,Office,Compliant,51,NaturalGas(kBtu),Electricity(kBtu),None,1614026.25
47.57894,-122.31287,21603.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98144.0,2,Greater Duwamish,1.0,1,Supermarket/Grocery Store,None,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,5833800.0
47.62014,-122.31228,520187.0,282392.0,54159.0,100.0,NonResidential,Medical Office,98112.0,3,East,1.0,3,Medical Office,Parking,Other/Specialty Hospital,Compliant,52,NaturalGas(kBtu),Electricity(kBtu),None,102673696.0
47.53158,-122.33568,43050.0,0.0,0.0,100.0,NonResidential,Distribution Center,98108.0,1,Delridge,1.0,1,Distribution Center,None,None,Compliant,37,Electricity(kBtu),None,None,436252.5
