Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,SiteEnergyUse(kBtu)
47.66151,-122.31457,106860.0,0.0,0.0,100.0,NonResidential,Hotel,98105.0,4,Northeast,1.0,16,Hotel,None,None,Compliant,85,NaturalGas(kBtu),Electricity(kBtu),None,11935719.0
47.71895,-122.29475,47079.0,3680.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98125.0,5,North,1.0,5,Office,Restaurant,None,Compliant,44,Electricity(kBtu),NaturalGas(kBtu),None,3147042.0
47.66182,-122.31113,56772.0,0.0,0.0,100.0,NonResidential,Worship Facility,98105.0,4,Northeast,1.0,2,Worship Facility,None,None,Compliant,64,NaturalGas(kBtu),Electricity(kBtu),None,2439484.75
47.6626,-122.31164,103000.0,0.0,0.0,100.0,NonResidential,Worship Facility,98105.0,4,Northeast,1.0,3,Worship Facility,None,None,Compliant,64,NaturalGas(kBtu),Electricity(kBtu),None,4854429.5
47.61103,-122.33238,109754.0,12876.0,6136.0,100.0,NonResidential,Other,98101.0,7,Downtown,1.0,7,Other - Entertainment/Public Assembly,Other,Office,Compliant,102,Electricity(kBtu),NaturalGas(kBtu),None,6057410.0
47.6079,-122.33266,63934.0,27143.0,10568.0,100.0,NonResidential,Residence Hall,98101.0,7,Downtown,1.0,9,Residence Hall/Dormitory,Office,Retail Store,Compliant,103,SteamUse(kBtu),Electricity(kBtu),None,5572503.0
47.60699,-122.33481,203000.0,0.0,0.0,100.0,NonResidential,Other,98101.0,7,Downtown,1.0,15,Other,None,None,Compliant,61,Electricity(kBtu),None,None,62197176.0
47.63965,-122.3783,77810.0,0.0,0.0,100.0,NonResidential,Other,98119.0,7,Magnolia / Queen Anne,1.0,1,Other,None,None,Compliant,43,NaturalGas(kBtu),Electricity(kBtu),None,3267564.0
47.61972,-122.36033,146741.0,9805.0,0.0,79.474,NonResidential,Medical Office,98119.0,7,Magnolia / Queen Anne,1.0,5,Medical Office,Office,None,Compliant,89,Electricity(kBtu),NaturalGas(kBtu),None,28731502.0
47.6124,-122.35075,122309.0,0.0,0.0,100.0,NonResidential,Hotel,98121.0,7,Downtown,1.0,4,Hotel,None,None,Compliant,55,NaturalGas(kBtu),Electricity(kBtu),None,25453690.0
47.61069,-122.34653,277000.0,0.0,0.0,84.741,NonResidential,Hotel,98121.0,7,Downtown,1.0,8,Hotel,None,None,Compliant,13,Electricity(kBtu),NaturalGas(kBtu),None,26659244.0
47.60729,-122.34211,69400.0,0.0,0.0,100.0,Nonresidential COS,Other,98101.0,7,Downtown,1.0,2,Other - Entertainment/Public Assembly,None,None,Compliant,36,Electricity(kBtu),NaturalGas(kBtu),None,14833476.0
47.6041,-122.33958,32494.0,29793.0,3384.300049,100.0,NonResidential,Mixed Use Property,98104.0,7,Downtown,1.0,1,Restaurant,Other,Retail Store,Compliant,116,NaturalGas(kBtu),Electricity(kBtu),None,10394330.0
47.60271,-122.33557,33000.0,7000.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Retail Store,None,Compliant,102,Electricity(kBtu),SteamUse(kBtu),None,1380293.625
47.59486,-122.32455,159372.0,44132.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,4,Non-Refrigerated Warehouse,Other - Services,None,Compliant,8,Electricity(kBtu),None,None,3785282.5
47.61703,-122.35012,62108.0,17570.0,0.0,76.174,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,4,Office,Parking,None,Compliant,35,Electricity(kBtu),NaturalGas(kBtu),None,5007401.0
47.61619,-122.34599,173786.0,29865.0,25373.0,90.688,NonResidential,Large Office,98121.0,7,Downtown,1.0,12,Office,Laboratory,Parking,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,18661606.0
47.61217,-122.33694,383942.0,127192.0,0.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,25,Office,Parking,None,Compliant,27,Electricity(kBtu),None,None,24755086.0
47.61229,-122.33629,361107.0,332343.0,0.0,100.0,NonResidential,Retail Store,98101.0,7,Downtown,1.0,10,Retail Store,Office,None,Compliant,91,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),40062888.0
47.61316,-122.3343,622034.0,132465.0,33110.0,100.0,NonResidential,Large Office,98191.0,7,Downtown,1.0,33,Office,Parking,Other,Compliant,40,Electricity(kBtu),NaturalGas(kBtu),None,40847752.0
47.61399,-122.33523,542461.0,219045.0,9337.0,72.574,NonResidential,Large Office,98101.0,7,Downtown,1.0,23,Office,Parking,Restaurant,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,30985420.0
47.61356,-122.33665,45260.0,6187.0,0.0,87.767,NonResidential,Small- and Mid-Sized Office,98101.0,7,Downtown,1.0,10,Office,Retail Store,None,Compliant,90,SteamUse(kBtu),Electricity(kBtu),None,3444270.0
47.61375,-122.33566,142034.0,17070.0,14666.0,85.351,NonResidential,Large Office,98101.0,7,Downtown,1.0,17,Office,Other - Recreation,Retail Store,Compliant,86,Electricity(kBtu),NaturalGas(kBtu),None,7739699.0
47.61256,-122.33808,51557.0,9976.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98101.0,7,Downtown,1.0,5,Office,Retail Store,None,Compliant,100,Electricity(kBtu),None,None,3757006.0
47.61391,-122.33725,226454.0,29214.0,0.0,87.838,NonResidential,Large Office,98101.0,7,Downtown,1.0,20,Office,Parking,None,Compliant,47,Electricity(kBtu),SteamUse(kBtu),None,14633233.0
47.61578,-122.33726,582725.0,191082.0,0.0,69.834,NonResidential,Large Office,98121.0,7,Downtown,1.0,25,Office,Parking,None,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,27018020.0
47.61641,-122.34112,161000.0,51250.0,0.0,100.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,12,Office,Parking,None,Compliant,48,Electricity(kBtu),SteamUse(kBtu),None,8580279.0
47.61555,-122.33582,743562.0,161119.0,0.0,81.213,NonResidential,Large Office,98101.0,7,Downtown,1.0,36,Office,Parking,None,Compliant,7,Electricity(kBtu),None,None,39523852.0
47.61516,-122.33303,311736.0,123356.0,18239.0,70.552,NonResidential,Large Office,98101.0,7,Downtown,1.0,16,Office,Parking,Fitness Center/Health Club/Gym,Compliant,26,Electricity(kBtu),NaturalGas(kBtu),None,17867002.0
47.60266,-122.33332,64712.0,10058.0,7030.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,7,Office,Retail Store,Social/Meeting Hall,Compliant,116,Electricity(kBtu),SteamUse(kBtu),None,3903259.75
47.60219,-122.33347,82355.0,7000.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,4178233.5
47.6036,-122.33288,388934.0,0.0,0.0,100.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,15,Office,None,None,Compliant,94,Electricity(kBtu),SteamUse(kBtu),None,18576900.0
47.60403,-122.33497,348969.0,3291.899902,1437.0,100.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,22,Office,Convenience Store without Gas Station,Food Service,Compliant,87,Electricity(kBtu),None,None,10062436.0
47.6037,-122.33447,236827.0,83311.0,14679.0,77.65,NonResidential,Large Office,98104.0,7,Downtown,1.0,17,Office,Parking,Restaurant,Compliant,58,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),24906132.0
47.60505,-122.33427,1011135.0,272682.0,37595.0,100.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,47,Office,Parking,Restaurant,Compliant,33,Electricity(kBtu),NaturalGas(kBtu),None,44683660.0
47.60567,-122.33511,470416.0,107667.0,10290.0,78.059,NonResidential,Large Office,98104.0,7,Downtown,1.0,41,Office,Parking,Pre-school/Daycare,Compliant,30,Electricity(kBtu),None,None,24603420.0
47.60542,-122.33588,89699.0,1392.0,0.0,98.472,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,6,Office,Parking,None,Compliant,66,Electricity(kBtu),SteamUse(kBtu),None,1835804.875
47.60581,-122.33664,84838.0,15401.0,0.0,60.116,NonResidential,Large Office,98101.0,7,Downtown,1.0,8,Office,Parking,None,Compliant,48,Electricity(kBtu),None,None,3743228.5
47.60614,-122.33674,522667.0,194435.0,6122.0,68.955,NonResidential,Large Office,98101.0,7,Downtown,1.0,29,Office,Parking,Convenience Store without Gas Station,Compliant,25,Electricity(kBtu),SteamUse(kBtu),None,18221224.0
47.60655,-122.33533,606050.0,154947.0,0.0,79.066,NonResidential,Large Office,98101.0,7,Downtown,1.0,34,Office,Parking,None,Compliant,36,Electricity(kBtu),NaturalGas(kBtu),None,32552428.0
47.60671,-122.33456,182540.0,33671.0,240.0,87.27,NonResidential,Large Office,98101.0,7,Downtown,1.0,14,Office,Parking,Data Center,Compliant,44,Electricity(kBtu),SteamUse(kBtu),None,9641043.0
47.60615,-122.33388,808980.0,232248.0,30329.0,67.156,NonResidential,Large Office,98154.0,7,Downtown,1.0,49,Office,Parking,Other,Compliant,47,Electricity(kBtu),NaturalGas(kBtu),None,45163308.0
47.60549,-122.33319,765351.0,185581.0,103478.0,84.378,NonResidential,Large Office,98104.0,7,Downtown,1.0,37,Office,Parking,Financial Office,Compliant,14,Electricity(kBtu),None,None,41213584.0
47.60616,-122.33165,581558.0,189600.0,18026.0,72.235,NonResidential,Large Office,98164.0,7,Downtown,1.0,42,Office,Parking,Retail Store,Compliant,43,Electricity(kBtu),SteamUse(kBtu),None,69519808.0
47.60471,-122.33261,161762.0,29094.0,10624.0,100.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,8,Office,Retail Store,Non-Refrigerated Warehouse,Compliant,109,Electricity(kBtu),SteamUse(kBtu),None,8921778.0
47.60501,-122.32988,1191115.0,159599.0,18656.0,88.221,Nonresidential COS,Large Office,98104.0,3,Downtown,1.0,63,Office,Parking,Other,Compliant,26,Electricity(kBtu),None,None,61576184.0
47.60421,-122.32919,269284.0,28394.0,600.0,100.0,Nonresidential COS,Large Office,98104.0,3,Downtown,1.0,14,Office,Other,Data Center,Compliant,15,Electricity(kBtu),NaturalGas(kBtu),None,21169502.0
47.60377,-122.32971,160418.0,18590.0,17480.0,84.634,Nonresidential COS,Large Office,98104.0,7,Downtown,1.0,8,Office,Parking,Other,Compliant,13,Electricity(kBtu),NaturalGas(kBtu),None,13214416.0
47.60249,-122.32854,319539.0,52703.0,0.0,85.842,NonResidential,Large Office,98104.0,7,Downtown,1.0,13,Office,Parking,None,Compliant,10,Electricity(kBtu),NaturalGas(kBtu),None,13843866.0
47.60193,-122.32812,96582.0,0.0,0.0,92.748,NonResidential,Large Office,98104.0,7,Downtown,1.0,7,Office,None,None,Compliant,107,Electricity(kBtu),NaturalGas(kBtu),None,2746560.75
47.66024,-122.31278,89200.0,0.0,0.0,100.0,NonResidential,Retail Store,98105.0,4,Northeast,1.0,2,Retail Store,None,None,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,6461937.0
47.66072,-122.31466,474546.0,0.0,0.0,100.0,NonResidential,Large Office,98195.0,4,Northeast,1.0,23,Office,None,None,Compliant,45,Electricity(kBtu),None,None,28450436.0
47.6606,-122.31512,36000.0,0.0,0.0,100.0,NonResidential,Other,98185.0,4,Northeast,1.0,5,Data Center,None,None,Compliant,47,Electricity(kBtu),None,None,30038490.0
47.66065,-122.31689,95943.0,42500.0,0.0,67.236,NonResidential,Large Office,98105.0,4,Northeast,1.0,6,Office,Parking,None,Compliant,14,Electricity(kBtu),None,None,4426136.0
47.65999,-122.31741,145754.0,90000.0,0.0,62.511,NonResidential,Large Office,98105.0,4,Northeast,1.0,5,Office,Parking,None,Compliant,14,Electricity(kBtu),None,None,7046345.5
47.61591,-122.33238,93660.0,0.0,0.0,100.0,NonResidential,Self-Storage Facility,98101.0,7,Downtown,1.0,5,Self-Storage Facility,None,None,Compliant,52,Electricity(kBtu),None,None,873221.875
47.61597,-122.33086,348270.0,69634.0,0.0,84.371,NonResidential,Large Office,98101.0,7,Downtown,1.0,18,Office,Parking,None,Compliant,36,Electricity(kBtu),None,None,24224888.0
47.6177,-122.3306,182820.0,164192.0,37782.0,48.707,NonResidential,Mixed Use Property,98101.0,7,Downtown,1.0,11,Parking,Office,Fitness Center/Health Club/Gym,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,9765777.0
47.61695,-122.32965,367623.0,114510.0,0.0,76.132,NonResidential,Large Office,98101.0,7,Downtown,1.0,20,Office,Parking,None,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),26823218.0
47.61431,-122.34244,424044.0,107300.0,0.0,78.539,NonResidential,Large Office,98121.0,7,Downtown,1.0,24,Office,Parking,None,Compliant,37,Electricity(kBtu),None,None,25307744.0
47.6177,-122.3545,42389.0,38700.0,28258.0,64.608,NonResidential,Mixed Use Property,98121.0,7,Downtown,1.0,4,Laboratory,Parking,Office,Compliant,36,Electricity(kBtu),NaturalGas(kBtu),None,8218155.5
47.6182,-122.352,274002.0,122624.0,0.0,68.682,NonResidential,Large Office,98121.0,7,Downtown,1.0,6,Office,Parking,None,Compliant,34,Electricity(kBtu),None,None,20361158.0
47.61598,-122.34369,191814.0,72178.0,5322.0,70.922,NonResidential,Large Office,98121.0,7,Downtown,1.0,6,Office,Parking,Other - Restaurant/Bar,Compliant,14,Electricity(kBtu),None,None,14913424.0
47.61734,-122.34434,146157.0,48199.0,0.0,74.816,NonResidential,Large Office,98121.0,7,Downtown,1.0,3,Office,Parking,None,Compliant,69,Electricity(kBtu),NaturalGas(kBtu),None,5357833.0
47.6176,-122.35686,158681.0,70190.0,21782.0,75.51,NonResidential,Large Office,98121.0,7,Downtown,1.0,8,Office,Parking,Other,Compliant,32,Electricity(kBtu),None,None,29949248.0
47.7019,-122.36374,61666.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98117.0,6,Northwest,1.0,1,Supermarket/Grocery Store,None,None,Compliant,60,Electricity(kBtu),NaturalGas(kBtu),None,14293972.0
47.60227,-122.33202,50328.0,8329.0,4253.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,5,Office,Other,Restaurant,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,2933288.75
47.60198,-122.33174,245028.0,8429.0,7518.0,100.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,42,Office,Retail Store,Other - Restaurant/Bar,Compliant,104,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),23262244.0
47.54066,-122.33023,119200.0,9600.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Other,None,Compliant,39,NaturalGas(kBtu),Electricity(kBtu),None,1809101.5
47.60932,-122.33388,166919.0,39355.0,19787.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,8,Office,Performing Arts,Retail Store,Compliant,89,Electricity(kBtu),SteamUse(kBtu),None,13656587.0
47.60842,-122.33305,256299.0,66430.0,7438.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,22,Office,Parking,Other - Restaurant/Bar,Compliant,52,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),18967014.0
47.60869,-122.33588,286538.0,197750.0,11888.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,21,Office,Parking,Other - Education,Compliant,56,Electricity(kBtu),SteamUse(kBtu),None,27076922.0
47.60896,-122.33481,718473.0,40000.0,19671.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,42,Office,Parking,Restaurant,Compliant,40,Electricity(kBtu),None,None,48479988.0
47.60804,-122.33391,542305.0,0.0,0.0,100.0,NonResidential,Hotel,98101.0,7,Downtown,1.0,12,Hotel,Swimming Pool,None,Compliant,93,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),56485204.0
47.57936,-122.29744,191940.0,100000.0,0.0,100.0,NonResidential,Retail Store,98144.0,2,Southeast,1.0,2,Retail Store,Office,None,Compliant,36,Electricity(kBtu),NaturalGas(kBtu),None,11688601.0
47.72912,-122.34677,51116.0,0.0,0.0,100.0,NonResidential,Warehouse,98133.0,5,Northwest,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,56,NaturalGas(kBtu),Electricity(kBtu),None,930611.875
47.62323,-122.33028,74831.0,71643.0,0.0,50.606,NonResidential,Other,98109.0,7,Lake Union,1.0,5,Parking,Office,None,Compliant,7,Electricity(kBtu),None,None,3085814.0
47.62333,-122.3296,103494.0,70067.0,0.0,60.309,NonResidential,Large Office,98109.0,7,Lake Union,1.0,5,Office,Parking,None,Compliant,15,Electricity(kBtu),None,None,5803409.0
47.65825,-122.3683,49395.0,5853.0,0.0,100.0,NonResidential,Warehouse,98107.0,6,Ballard,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,43,Electricity(kBtu),NaturalGas(kBtu),None,3989399.0
47.66587,-122.38476,29001.0,28299.0,0.0,100.0,NonResidential,Warehouse,98107.0,6,Ballard,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,57,NaturalGas(kBtu),Electricity(kBtu),None,4560492.0
47.61429,-122.35263,305233.0,26900.0,7666.0,100.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,6,Office,College/University,Restaurant,Compliant,100,Electricity(kBtu),NaturalGas(kBtu),None,18102026.0
47.60723,-122.33611,994116.0,264481.0,133598.0,79.643,NonResidential,Large Office,98101.0,7,Downtown,1.0,55,Office,Parking,Other,Compliant,28,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),53079164.0
47.60968,-122.33379,310000.0,0.0,0.0,100.0,NonResidential,Hotel,98101.0,7,Downtown,1.0,21,Hotel,None,None,Compliant,86,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),33729336.0
47.61054,-122.33466,1002403.0,377046.0,53116.0,66.64,NonResidential,Large Office,98101.0,7,Downtown,1.0,46,Office,Parking,Other,Compliant,27,Electricity(kBtu),NaturalGas(kBtu),None,56606136.0
47.61003,-122.33452,144570.0,0.0,0.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,10,Office,None,None,Compliant,58,Electricity(kBtu),SteamUse(kBtu),None,6423556.5
47.61159,-122.33601,35694.0,29723.0,0.0,100.0,NonResidential,Retail Store,98101.0,7,Downtown,1.0,4,Retail Store,Office,None,Compliant,102,Electricity(kBtu),None,None,5252131.0
47.61125,-122.33494,411301.0,80005.0,14528.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,29,Office,Parking,Retail Store,Compliant,33,Electricity(kBtu),None,None,18848780.0
47.61033,-122.3357,83485.0,13200.0,5000.0,87.981,NonResidential,Large Office,98101.0,7,Downtown,1.0,6,Office,Parking,Retail Store,Compliant,32,Electricity(kBtu),None,None,7335905.5
47.60991,-122.33687,87391.0,32264.0,10858.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,10,Office,Retail Store,Restaurant,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),11651200.0
47.60953,-122.33647,41958.0,4800.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98101.0,7,Downtown,1.0,8,Office,Retail Store,None,Compliant,96,Electricity(kBtu),None,None,2586116.0
47.60902,-122.33674,124508.0,0.0,0.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,14,Office,None,None,Compliant,87,Electricity(kBtu),SteamUse(kBtu),None,6366084.5
47.60923,-122.33625,125473.0,0.0,0.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,15,Office,None,None,Compliant,87,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),5446624.0
47.61022,-122.33745,643083.0,126891.0,13422.0,82.164,NonResidential,Large Office,98101.0,7,Downtown,1.0,30,Office,Parking,Restaurant,Compliant,31,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),52226204.0
47.60995,-122.33904,56747.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98101.0,7,Downtown,1.0,4,Office,None,None,Compliant,110,Electricity(kBtu),NaturalGas(kBtu),None,3518459.5
47.60987,-122.33824,87925.0,27177.0,6644.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,10,Office,Supermarket/Grocery Store,Medical Office,Compliant,89,Electricity(kBtu),None,None,6962073.0
47.60821,-122.33899,39960.0,26640.0,13320.0,100.0,NonResidential,Mixed Use Property,98101.0,7,Downtown,1.0,5,Office,Retail Store,Other,Compliant,106,Electricity(kBtu),None,None,3009463.75
47.61164,-122.33446,64821.0,40629.0,13039.0,41.544,NonResidential,Other,98101.0,7,Downtown,1.0,6,Parking,Retail Store,Other - Restaurant/Bar,Compliant,20,Electricity(kBtu),NaturalGas(kBtu),None,9671619.0
47.61043,-122.33206,1314475.0,389860.0,30744.0,75.718,NonResidential,Large Office,98101.0,7,Downtown,1.0,56,Office,Parking,Other,Compliant,27,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),49517704.0
47.60967,-122.33229,748011.0,36606.0,9975.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,36,Office,Parking,Other,Compliant,36,Electricity(kBtu),NaturalGas(kBtu),None,26689658.0
47.60909,-122.33202,342952.0,106466.0,0.0,79.574,NonResidential,Large Office,98101.0,7,Downtown,1.0,21,Office,Parking,None,Compliant,45,Electricity(kBtu),None,None,19397324.0
47.61029,-122.34089,104788.0,11844.0,528.0,86.932,NonResidential,Large Office,98101.0,7,Downtown,1.0,12,Office,Parking,Restaurant,Compliant,30,Electricity(kBtu),None,None,4757299.5
47.61116,-122.34748,70090.0,1672.0,0.0,80.0,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,4,Office,Other,None,Compliant,17,Electricity(kBtu),None,None,4549892.0
47.6117,-122.34778,150969.0,41829.0,0.0,50.648,NonResidential,Large Office,98121.0,7,Downtown,1.0,11,Office,Laboratory,None,Compliant,18,Electricity(kBtu),None,None,13329024.0
47.61252,-122.34351,146689.0,0.0,0.0,80.362,NonResidential,Other,98121.0,7,Downtown,1.0,12,Other,None,None,Compliant,31,Electricity(kBtu),None,None,14436982.0
47.61108,-122.34217,93879.0,7500.0,0.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,11,Office,Retail Store,None,Compliant,93,SteamUse(kBtu),Electricity(kBtu),None,5327249.5
47.61304,-122.34059,38880.0,12960.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,4,Office,Restaurant,None,Compliant,91,Electricity(kBtu),NaturalGas(kBtu),None,2429021.0
47.61098,-122.33815,509342.0,380639.0,0.0,100.0,NonResidential,Retail Store,98181.0,7,Downtown,1.0,8,Retail Store,Other,None,Compliant,87,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),17666646.0
47.61,-122.32922,206950.0,0.0,0.0,52.935,NonResidential,Other,98101.0,7,East,1.0,5,Other,None,None,Compliant,17,Electricity(kBtu),SteamUse(kBtu),None,19295226.0
47.61048,-122.32837,46710.0,0.0,0.0,100.0,NonResidential,Other,98101.0,3,East,1.0,9,Urgent Care/Clinic/Other Outpatient,None,None,Compliant,28,Electricity(kBtu),SteamUse(kBtu),None,4169431.5
47.61048,-122.32837,162000.0,104000.0,0.0,60.902,NonResidential,Medical Office,98101.0,3,East,1.0,3,Medical Office,Parking,None,Compliant,71,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),13911761.0
47.60921,-122.32425,270384.0,270383.0,0.0,40.913,NonResidential,Medical Office,98104.0,3,East,1.0,14,Medical Office,Parking,None,Compliant,24,Electricity(kBtu),None,None,21156670.0
47.61915,-122.34857,164332.0,108781.0,54184.0,53.055,NonResidential,Mixed Use Property,98109.0,7,Lake Union,1.0,6,Parking,Office,Data Center,Compliant,15,Electricity(kBtu),NaturalGas(kBtu),None,55073120.0
47.61915,-122.34857,104922.0,54385.0,37721.0,50.933,NonResidential,Mixed Use Property,98109.0,7,Lake Union,1.0,6,Parking,Data Center,Office,Compliant,15,Electricity(kBtu),NaturalGas(kBtu),None,75073888.0
